Gender,Hometown,Live,Greek_,HrsWork,ParntsMar,GPA,SitArea,SkipClass,TextSpd,HrsStudy,CheatEx,Organztns,Relimport,RelPref,RelServs,TimesPray,DiffRel_,Abortion,Euthanasia,SameMarr,Weight,Height,IdlWt,IdlHt,ViewWt,WtTry,SelfAttr,MakeFrnds,ImportFeat,PeopKiss,LongRels,AgeMarry,v1st_child,Children,Siblings,HrsExer,MinsExer,SmokeCig,HrsSleep,ExerReason,FitnMemb,FakeID,DaysAlco,SmokedMJ,LegalMJ_,DrnksUsl,BingeDrk,Virgin,SexNoRel,CheatdSO,CheatTel,SexPartns,UsePtotn
Female,Rural       ,Apartment          ,No ,None      ,Married            ,3.89,Middle,0,400,8,No ,1,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,No      ,110,65,100,65,Overweight ,Lose         ,Yes   ,No preference  ,Sense of humor ,4,1,20,27,1,1,5,60,No ,6,Reduce stress ,No ,No ,1,No ,No ,0,0,No ,No ,No ,Yes,2,No 
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,3.93,Middle,0,500,21,No ,2,NA,Other     ,0,4,Yes     ,Yes,Yes,Yes     ,150,65,135,65,Overweight ,Lose         ,Yes   ,Same gender    ,Personality    ,20,2,27,29,2,2,2,60,Yes,8,Weight control,Yes,Yes,12,Yes,Yes,5 or 6,12,No ,Yes,No ,Yes,1,Yes
Female,Suburban    ,Apartment          ,NA,NA,NA,3.3,Front ,1,100,15,No ,2,Fairly Important,Protestant,0,0,NA,Yes,Yes,Not sure,150,65,130,65,Overweight ,Lose         ,NA,NA,Easy to talk to,50,4,26,28,2,1,1,60,Yes,7,Weight control,Yes,Yes,5,Yes,Yes,3 or 4,1,No ,Yes,Yes,No ,15,No 
Female,A small town,Apartment          ,No ,>20       ,Divorced           ,2.9,Front ,1,350,8,Yes,2,Fairly Important,Other     ,0,4,Yes     ,Yes,Yes,No      ,150,65,130,65,Overweight ,Lose         ,Yes   ,Opposite gender,NA,20,4,25,26,2,1,7,60,No ,5,Weight control,Yes,No ,15,No ,No ,5 or 6,1,No ,Yes,Yes,Yes,10,No 
Female,A small town,Dorm               ,No ,None      ,Married            ,3.4,Front ,0,300,10,No ,0,Fairly Important,Catholic  ,2,2,Yes     ,Yes,Yes,Yes     ,140,65,125,66,About right,Lose         ,Yes   ,Opposite gender,Sense of humor ,40,1,26,30,2,1,5,45,No ,7,Weight control,Yes,No ,3,No ,No ,3 or 4,3,No ,Yes,No ,Yes,6,Yes
Female,A big city  ,Apartment          ,No ,1 to 10   ,Married            ,3.3,Front ,0,550,15,No ,1,Fairly Important,Other     ,0,1,Yes     ,Yes,Yes,No      ,160,65,130,67,Overweight ,Lose         ,Yes   ,No preference  ,Trust          ,20,4,25,27,2,2,1,30,No ,6,Weight control,No ,No ,3,No ,Yes,5 or 6,1,No ,No ,Yes,Yes,6,No 
Female,Suburban    ,Dorm               ,No ,11 to 20  ,Married            ,3.7,Back  ,0.5,200,14,No ,0,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,Yes     ,132,65,125,69,About right,Lose         ,Unsure,Opposite gender,Other          ,6,1,24,28,0,1,8,75,No ,5.5,Weight control,Yes,No ,3,No ,Yes,3 or 4,0,No ,Yes,No ,No ,2,Yes
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,NA,Front ,0,300,12,No ,3,Very important  ,Catholic  ,1,3,No      ,No ,No ,Yes     ,130,65,120,54,About right,Lose         ,Yes   ,No preference  ,Sense of humor ,3,3,25,28,3,1,6,60,No ,6,Weight control,Yes,No ,7,No ,No ,3 or 4,1,No ,No ,No ,No ,1,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,4,Middle,0,275,20,No ,1,Fairly Important,Protestant,2,1,Yes     ,Yes,No ,No      ,143,65,125,68,About right,Lose         ,Yes   ,Same gender    ,Easy to talk to,5,2,26,28,2,2,3,45,No ,8,Health        ,Yes,No ,6,No ,No ,5 or 6,3,Yes,No ,Yes,Yes,0,NA
Female,Suburban    ,Dorm               ,Yes,None      ,Married            ,3,Front ,0,150,15,No ,3,Fairly Important,Catholic  ,0,7,Yes     ,No ,Yes,Yes     ,150,65,125,66,About right,Lose         ,Yes   ,No preference  ,Personality    ,2,1,25,25,2,0,3,45,No ,5,Weight control,Yes,No ,0,No ,No ,1 or 2,0,Yes,No ,No ,Yes,0,Yes
Female,A small town,Apartment          ,No ,1 to 10   ,Married            ,3.65,Middle,0,150,25,No ,2,Very important  ,Protestant,3,5,Yes     ,Yes,Yes,Yes     ,138,65,125,65,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,4,0,25,26,2,1,5,30,No ,7,Weight control,Yes,No ,6,No ,No ,3 or 4,1,Yes,Yes,No ,Yes,0,Yes
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,2.9,Middle,0,420,10,No ,2,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,Yes     ,145,65,125,65,Overweight ,Lose         ,Yes   ,Opposite gender,Personality    ,30,3,25,27,2,2,6,120,No ,4,Health        ,Yes,No ,15,Yes,Yes,5 or 6,8,No ,Yes,Yes,Yes,15,No 
Female,A small town,Apartment          ,No ,None      ,Married            ,3.4,Back  ,0,400,10,No ,1,Not important   ,Other     ,0,2,Not sure,Yes,Yes,Yes     ,150,65,135,66,Overweight ,Lose         ,Unsure,No preference  ,Trust          ,38,1,24,26,3,0,3,30,No ,8,Weight control,Yes,No ,12,No ,No ,5 or 6,12,No ,Yes,No ,Yes,8,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,2.73,Middle,0,250,24,No ,2,Very important  ,Protestant,3,4,Yes     ,No ,Yes,Yes     ,155,65,110,63,Overweight ,Lose         ,Unsure,Opposite gender,Trust          ,7,2,21,22,4,2,7.5,45,No ,6,Weight control,No ,No ,8,No ,No ,3 or 4,4,No ,Yes,No ,No ,2,No 
Female,A big city  ,Dorm               ,No ,1 to 10   ,Married            ,3.5,Middle,0,600,25,No ,3,Fairly Important,Catholic  ,1,3,Yes     ,Yes,No ,Yes     ,115,65,115,65,Underweight,Stay the same,Yes   ,Opposite gender,Trust          ,35,4,25,28,2,1,6,45,No ,6,Get muscular  ,Yes,Yes,15,No ,No ,3 or 4,6,No ,No ,Yes,Yes,2,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.92,Middle,0,400,50,No ,2,Fairly Important,Catholic  ,4,4,Not sure,No ,No ,Yes     ,132,65,125,66,About right,Lose         ,Yes   ,Opposite gender,Personality    ,7,2,25,28,3,2,5.5,45,No ,7,Health        ,Yes,No ,3,No ,No ,5 or 6,2,No ,No ,No ,Yes,2,No 
NA,Suburban    ,Dorm               ,No ,1 to 10   ,Married            ,3.27,Middle,1,200,30,No ,6,Fairly Important,Catholic  ,3,1,Yes     ,No ,No ,No      ,175,65,125,65,Overweight ,Lose         ,Yes   ,Same gender    ,Sense of humor ,9,0,26,28,3,2,7,75,No ,5,Weight control,Yes,No ,10,Yes,Yes,5 or 6,3,No ,Yes,No ,Yes,1,Yes
NA,Suburban    ,Apartment          ,No ,None      ,Divorced           ,3,NA,3,250,4,No ,2,NA,NA,0,4,Yes     ,Yes,Yes,NA,140,65,140,65,About right,Stay the same,Unsure,NA,NA,NA,4,25,28,3,1,3,30,No ,7,Reduce stress ,Yes,No ,5,NA,No ,5 or 6,2,No ,Yes,Yes,Yes,NA,NA
Female,Rural       ,Apartment          ,No ,None      ,Married            ,3.98,Middle,0,220,20,No ,0,NA,Protestant,0,0,Yes     ,Yes,NA,Yes     ,110,65,110,68,About right,Stay the same,Yes   ,Opposite gender,Personality    ,8,3,28,30,1,2,4,45,No ,7,Health        ,No ,No ,6,No ,Yes,5 or 6,3,No ,No ,Yes,NA,NA,Yes
Female,A small town,Apartment          ,No ,NA,Married            ,2.03,Middle,0,300,15,No ,5,Not important   ,Catholic  ,0,0,Yes     ,No ,Yes,Yes     ,116,65,110,68,About right,Lose         ,Yes   ,Opposite gender,Trust          ,15,6,25,26,2,1,0,0,No ,8,Don't exercise,No ,No ,0,No ,No ,0,0,No ,Yes,Yes,No ,22,Yes
Female,A small town,Apartment          ,No ,None      ,Married            ,3,Front ,1,400,5,Yes,2,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,130,65,125,65,About right,Nothing      ,Yes   ,No preference  ,Personality    ,NA,5,26,28,3,2,2,30,No ,7.5,Weight control,No ,No ,10,Yes,No ,3 or 4,4,No ,Yes,No ,Yes,18,No 
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,3.52,Middle,1,300,15,No ,1,Very important  ,Catholic  ,0,20,Not sure,Yes,Yes,Not sure,130,65,120,66,About right,Lose         ,Yes   ,Opposite gender,Sense of humor ,50,3,27,30,3,2,3,45,No ,5.5,Weight control,Yes,Yes,12,Yes,Yes,7 or 8,5,No ,Yes,Yes,Yes,10,No 
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,2.5,Middle,0,350,35,No ,2,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Yes     ,115,65,105,65,About right,Lose         ,Yes   ,No preference  ,Trust          ,30,NA,25,28,1,1,8,90,No ,6.5,Reduce stress ,No ,No ,15,No ,Yes,7 or 8,8,No ,No ,No ,No ,10,No 
Female,Suburban    ,Apartment          ,No ,11 to 20  ,Married            ,3.3,Middle,0,275,10,No ,1,Fairly Important,Other     ,1,15,No      ,Yes,No ,No      ,130,65,115,63,Overweight ,Lose         ,Unsure,Opposite gender,Personality    ,20,3,26,28,4,2,2,30,No ,6,Weight control,No ,No ,12,Yes,No ,3 or 4,12,No ,Yes,Yes,Yes,9,Yes
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,3.8,Middle,0,400,5,No ,3,Fairly Important,Catholic  ,0,5,Yes     ,Yes,No ,Yes     ,120,65,115,65,Overweight ,Lose         ,Unsure,No preference  ,Trust          ,30,3,23,25,4,2,1,30,Yes,6.5,Weight control,Yes,No ,12,Yes,Yes,7 or 8,10,No ,No ,Yes,Yes,7,No 
Female,A small town,Dorm               ,No ,None      ,Married            ,3.4,Front ,0,340,27,No ,1,Fairly Important,Catholic  ,0,0,Not sure,Yes,Yes,Yes     ,127,65,115,66,About right,Lose         ,Yes   ,Same gender    ,Personality    ,20,1,27,28,3,2,5,30,No ,7,Health        ,Yes,No ,8,Yes,Yes,5 or 6,4,No ,Yes,Yes,Yes,7,Yes
Female,Rural       ,Dorm               ,No ,None      ,Divorced           ,3.8,Front ,0,450,30,No ,3,Fairly Important,Other     ,0,4,Not sure,Yes,Yes,No      ,125,65,110,69,About right,Lose         ,Yes   ,No preference  ,Trust          ,15,3,27,27,2,0,5,75,No ,7,Weight control,Yes,No ,10,No ,Yes,>8    ,10,No ,Yes,No ,No ,7,Yes
Female,A big city  ,Apartment          ,No ,None      ,Married            ,3.8,Back  ,0,190,8,No ,0,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,No      ,140,65,120,65,Overweight ,Lose         ,Yes   ,Opposite gender,Sense of humor ,40,3,25,25,2,1,0,0,No ,9,Reduce stress ,No ,No ,5,No ,No ,5 or 6,1,No ,Yes,No ,Yes,7,No 
Female,Rural       ,At home            ,No ,11 to 20  ,Married            ,3.75,Middle,0,300,15,No ,2,Fairly Important,Other     ,0,7,Not sure,Yes,No ,Not sure,120,65,115,66,About right,Stay the same,Unsure,Opposite gender,Sense of humor ,12,2,NA,30,1,2,2.5,30,No ,7,Reduce stress ,No ,No ,2,No ,No ,1 or 2,0,No ,Yes,No ,Yes,6,Yes
Female,Suburban    ,Apartment          ,No ,NA,Married            ,3.38,Middle,0,135,3,Yes,4,Fairly Important,Catholic  ,0,43,Yes     ,Yes,No ,Yes     ,160,65,135,68,About right,Lose         ,Yes   ,No preference  ,Trust          ,10,1,27,30,5,1,4.5,45,Yes,7,Health        ,Yes,No ,4,No ,No ,5 or 6,0,No ,Yes,Yes,No ,6,No 
Female,A small town,Dorm               ,No ,None      ,Married            ,3.73,Middle,0,250,10,Yes,0,Fairly Important,Catholic  ,2,1,Yes     ,Yes,Yes,Yes     ,135,65,120,65,Overweight ,Lose         ,Unsure,Opposite gender,Easy to talk to,18,1,26,29,3,2,10,60,No ,8,Weight control,Yes,No ,10,Yes,No ,5 or 6,10,No ,Yes,Yes,No ,5,No 
Female,A big city  ,Dorm               ,No ,None      ,Married            ,3.23,Middle,0,700,28,No ,0,Fairly Important,Other     ,0,0,Yes     ,Yes,Yes,Yes     ,115,65,115,65,About right,Nothing      ,Yes   ,Opposite gender,Personality    ,15,2,24,25,3,2,0,0,No ,7,Don't exercise,No ,No ,10,No ,No ,7 or 8,8,No ,Yes,No ,Yes,5,No 
Female,NA,Apartment          ,Yes,1 to 10   ,Married            ,3.46,Middle,0,150,NA,NA,2,Not important   ,NA,0,0,Yes     ,Yes,Yes,NA,130,65,135,68,About right,Stay the same,Unsure,Opposite gender,Personality    ,20,2,25,27,2,2,2.5,45,No ,7,NA,Yes,Yes,18,No ,Yes,5 or 6,8,No ,Yes,No ,Yes,4,Yes
Female,Rural       ,Apartment          ,No ,None      ,Married            ,3.21,Back  ,1,100,15,No ,1,Very important  ,Other     ,0,5,Yes     ,Yes,Yes,Yes     ,135,65,120,65,Overweight ,Lose         ,Yes   ,Opposite gender,NA,50,2,26,28,3,1,4,60,No ,7,Get muscular  ,Yes,No ,15,Yes,Yes,>8    ,15,No ,Yes,No ,Yes,4,No 
Female,Suburban    ,Dorm               ,No ,None      ,Other or Don't Know,2.82,Middle,0,240,14,No ,1,Fairly Important,Catholic  ,4,1,Not sure,No ,Yes,No      ,130,65,115,68,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,15,2,23,25,4,2,8.5,75,No ,8,Weight control,Yes,Yes,12,No ,Yes,5 or 6,6,No ,Yes,No ,Yes,3,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,3.75,Middle,0,300,3,No ,1,Not important   ,Other     ,0,0,Yes     ,Yes,No ,No      ,110,65,115,63,About right,Nothing      ,Yes   ,Opposite gender,Sense of humor ,30,3,26,30,3,1,0,0,No ,8,Don't exercise,Yes,No ,15,Yes,Yes,5 or 6,15,No ,Yes,No ,Yes,3,No 
Female,Suburban    ,Dorm               ,Yes,None      ,Married            ,3.35,Middle,0,400,10,No ,4,Fairly Important,Catholic  ,2,1,Yes     ,No ,Yes,No      ,125,65,110,63,Overweight ,Lose         ,Unsure,Opposite gender,Easy to talk to,12,3,25,30,2,4,3,60,No ,8,Health        ,Yes,No ,12,Yes,Yes,3 or 4,0,No ,Yes,No ,Yes,3,No 
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,2,Middle,0,3,3,No ,0,Not important   ,Other     ,0,0,No      ,No ,No ,Yes     ,110,65,100,67,About right,Lose         ,No    ,Same gender    ,Personality    ,0,NA,28,28,2,1,2,45,No ,6,Weight control,No ,No ,5,No ,No ,1 or 2,1,No ,No ,Yes,No ,3,Yes
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.38,Middle,0,350,40,No ,5,Fairly Important,Catholic  ,1,7,Yes     ,Yes,No ,Yes     ,130,65,115,63,About right,Lose         ,Unsure,Opposite gender,Personality    ,10,3,25,27,3,2,3.5,45,No ,6,Reduce stress ,Yes,Yes,10,No ,No ,3 or 4,1,No ,No ,Yes,Yes,3,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,2.97,Back  ,0,400,15,No ,2,Fairly Important,Catholic  ,4,1,Yes     ,Yes,Yes,Not sure,120,65,115,67,About right,Lose         ,Unsure,Opposite gender,Sense of humor ,18,3,30,30,2,1,7,60,No ,7,Weight control,Yes,Yes,12,No ,No ,5 or 6,6,No ,Yes,No ,Yes,3,Yes
Female,A big city  ,Apartment          ,No ,11 to 20  ,Married            ,3.4,Front ,0,400,20,No ,2,Fairly Important,Catholic  ,2,5,Yes     ,Yes,Yes,Yes     ,135,65,115,65,About right,Lose         ,Yes   ,Opposite gender,Trust          ,7,3,27,29,3,2,1.5,60,No ,6,Weight control,Yes,No ,5,No ,No ,3 or 4,2,No ,No ,Yes,No ,3,Yes
Female,Suburban    ,Apartment          ,Yes,None      ,Married            ,3.26,Middle,1,650,20,No ,1,Fairly Important,Protestant,1,3,Yes     ,Yes,Yes,Yes     ,140,65,125,67,About right,Lose         ,Yes   ,No preference  ,Personality    ,5,3,25,26,4,3,4,60,Yes,6,Weight control,Yes,Yes,10,No ,No ,5 or 6,10,No ,No ,No ,Yes,3,No 
Female,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.32,Middle,0,500,5,No ,2,Not important   ,Jewish    ,0,0,Not sure,Yes,Yes,Yes     ,215,65,130,68,Overweight ,Lose         ,Unsure,Same gender    ,Personality    ,20,0,26,29,2,1,3,30,No ,6.5,Weight control,Yes,Yes,12,Yes,Yes,5 or 6,8,No ,Yes,No ,Yes,3,Yes
Female,Suburban    ,Dorm               ,No ,1 to 10   ,Divorced           ,3.8,Back  ,0,600,15,No ,1,Fairly Important,Catholic  ,1,1,Yes     ,No ,Yes,Not sure,117,65,117,65,About right,Stay the same,Unsure,Opposite gender,Trust          ,20,5,25,26,2,5,6,60,No ,6,Reduce stress ,Yes,No ,5,Yes,No ,5 or 6,1,No ,No ,Yes,Yes,2,Yes
Female,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.39,Front ,0,400,8,No ,3,Very important  ,Jewish    ,0,0,Not sure,Yes,Yes,Yes     ,133,65,125,65,About right,Lose         ,Yes   ,No preference  ,Personality    ,9,2,26,26,3,1,3,45,No ,7,Health        ,Yes,No ,8,No ,No ,5 or 6,5,No ,Yes,No ,Yes,2,Yes
Female,Rural       ,Dorm               ,Yes,None      ,Married            ,3,Front ,0,400,20,No ,3,Very important  ,Catholic  ,4,7,No      ,Yes,Yes,No      ,125,65,120,67,About right,Lose         ,Yes   ,Opposite gender,Trust          ,30,5,25,28,2,3,7,60,No ,6.5,Weight control,Yes,No ,10,Yes,No ,3 or 4,5,No ,No ,Yes,No ,2,Yes
Female,A small town,Apartment          ,No ,1 to 10   ,Married            ,3.52,Middle,0,300,10,No ,1,Fairly Important,Catholic  ,1,1,NA,Yes,No ,No      ,142,65,130,65,About right,Lose         ,Yes   ,No preference  ,Personality    ,20,1,24,25,4,2,3,45,No ,7,Weight control,Yes,No ,8,Yes,No ,5 or 6,8,No ,Yes,Yes,Yes,2,No 
Female,Suburban    ,Dorm               ,No ,NA,Married            ,3.33,Middle,NA,500,20,No ,1,NA,Other     ,0,0,Yes     ,Yes,Yes,Not sure,160,65,135,60,NA,NA,Unsure,No preference  ,Personality    ,10,3,26,28,NA,2,0,0,Yes,8,Don't exercise,NA,Yes,8,Yes,Yes,NA,8,No ,Yes,Yes,NA,2,NA
Female,A small town,Dorm               ,No ,None      ,Married            ,3.5,Front ,0,200,10,No ,2,Very important  ,Catholic  ,3,7,Yes     ,No ,No ,Yes     ,125,65,115,65,NA,Lose         ,Unsure,No preference  ,Personality    ,10,2,24,27,3,1,6,60,No ,7,Weight control,Yes,No ,8,Yes,Yes,3 or 4,0,No ,No ,No ,Yes,2,Yes
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.53,Back  ,0,300,25,No ,5,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Not sure,130,65,120,66,Overweight ,Lose         ,Yes   ,No preference  ,Easy to talk to,30,2,26,28,2,1,7,30,No ,5.5,Weight control,No ,No ,12,Yes,Yes,3 or 4,8,No ,Yes,No ,Yes,2,Yes
Female,A small town,Apartment          ,No ,11 to 20  ,Married            ,3.2,Middle,0,400,10,No ,2,Fairly Important,Catholic  ,1,0,Yes     ,Yes,Yes,Yes     ,115,65,110,67,About right,Nothing      ,Yes   ,No preference  ,Personality    ,NA,1,25,26,2,1,2.5,30,No ,7,Weight control,No ,No ,8,No ,No ,5 or 6,5,No ,Yes,No ,Yes,2,No 
Female,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,2.89,Back  ,3,300,5,No ,3,Fairly Important,Protestant,2,15,Yes     ,Yes,Yes,Yes     ,145,65,125,65,Overweight ,Lose         ,Yes   ,Opposite gender,Sense of humor ,15,2,25,28,3,1,1.5,45,No ,7.5,Health        ,Yes,No ,4,Yes,Yes,5 or 6,3,No ,No ,Yes,No ,2,Yes
Female,Rural       ,Dorm               ,No ,None      ,Married            ,3,Middle,0,3,20,No ,0,Fairly Important,Protestant,NA,2,Yes     ,Yes,Yes,Not sure,130,65,125,65,About right,Stay the same,Unsure,Opposite gender,Sense of humor ,20,1,25,26,2,1,2,45,No ,7,Weight control,Yes,No ,10,No ,Yes,3 or 4,0,No ,Yes,No ,Yes,2,No 
Female,Suburban    ,Apartment          ,Yes,None      ,Married            ,3.45,Front ,0,NA,30,No ,6,Very important  ,Catholic  ,1,3,Yes     ,Yes,No ,Yes     ,120,65,110,67,About right,Stay the same,Yes   ,Opposite gender,Personality    ,NA,1,25,27,5,1,10,60,No ,8,Reduce stress ,Yes,No ,10,Yes,Yes,5 or 6,9,No ,No ,No ,No ,2,Yes
Female,A small town,Dorm               ,No ,11 to 20  ,Married            ,3.11,Front ,0,500,7,No ,1,Very important  ,Catholic  ,4,7,Not sure,No ,Yes,Yes     ,135,65,130,65,About right,NA,Yes   ,Opposite gender,Personality    ,3,1,26,28,3,2,3,30,No ,8,Health        ,Yes,No ,2,Yes,No ,0,1,No ,No ,No ,Yes,1,Yes
Female,Suburban    ,Soror or Frat House,Yes,None      ,Divorced           ,3.2,Middle,0,525,15,No ,5,Fairly Important,Catholic  ,2,5,Yes     ,Yes,Yes,No      ,135,65,122,68,Overweight ,Lose         ,Yes   ,Same gender    ,Personality    ,15,2,27,30,4,5,6,75,No ,6,Socialize     ,Yes,Yes,10,Yes,No ,7 or 8,10,No ,No ,No ,Yes,1,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.94,Front ,0,400,20,No ,3,Very important  ,Catholic  ,2,NA,Yes     ,Yes,Yes,Yes     ,122,65,115,68,Overweight ,Lose         ,Yes   ,No preference  ,Trust          ,26,5,27,27,3,2,21,60,No ,7.5,Weight control,Yes,No ,1,No ,No ,0,0,No ,Yes,No ,Yes,1,No 
Female,Suburban    ,Apartment          ,No ,None      ,Divorced           ,3.53,Back  ,0,360,20,No ,0,Fairly Important,Catholic  ,0,5,Yes     ,Yes,Yes,No      ,133,65,120,65,Overweight ,Lose         ,Yes   ,Opposite gender,Sense of humor ,15,0,26,30,4,3,4,45,No ,6,Enjoyment     ,Yes,No ,9,No ,No ,5 or 6,4,No ,Yes,No ,Yes,1,Yes
Female,A small town,Dorm               ,No ,None      ,Married            ,3.4,Back  ,0,300,7,No ,1,Fairly Important,Catholic  ,0,0,Yes     ,No ,No ,Yes     ,115,65,115,64,About right,Stay the same,Yes   ,Same gender    ,Trust          ,4,3,24,25,3,3,1,45,No ,6,Health        ,Yes,No ,6,Yes,No ,3 or 4,0,No ,No ,Yes,Yes,1,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.5,Front ,0,200,20,No ,2,Fairly Important,Catholic  ,4,3,Yes     ,Yes,Yes,Yes     ,120,65,115,65,About right,Stay the same,Yes   ,No preference  ,Personality    ,30,2,25,27,2,1,7,60,No ,6,Health        ,No ,No ,8,Yes,No ,5 or 6,7,No ,No ,Yes,No ,1,Yes
Female,A small town,Apartment          ,No ,11 to 20  ,Divorced           ,3.16,Middle,1,500,5,No ,0,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,No      ,220,65,150,62,Overweight ,Lose         ,Unsure,No preference  ,Personality    ,1,1,23,30,2,2,0,30,No ,7.5,Health        ,No ,No ,1,No ,No ,0,1,No ,No ,No ,Yes,1,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.88,Back  ,1,400,10,No ,1,Fairly Important,Catholic  ,2,12,Not sure,No ,NA,Yes     ,130,65,123,65,About right,Lose         ,Unsure,Opposite gender,Personality    ,2,1,23,25,4,3,1,0,No ,6,Don't exercise,Yes,No ,9,Yes,Yes,3 or 4,1,No ,No ,NA,NA,1,Yes
Female,NA,Dorm               ,No ,None      ,Married            ,3.59,Middle,0,250,18,No ,4,Fairly Important,Protestant,3,10,Not sure,NA,No ,Yes     ,130,65,120,65,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,18,1,26,28,3,3,3,45,No ,7.5,NA,Yes,No ,8,NA,Yes,3 or 4,0,No ,No ,No ,Yes,1,Yes
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,2.5,Middle,0,500,10,No ,3,Not important   ,Catholic  ,0,0,Yes     ,No ,Yes,Not sure,140,65,125,66,Overweight ,Lose         ,Unsure,No preference  ,Personality    ,15,1,25,28,3,3,5,60,No ,7,Weight control,Yes,No ,3,No ,Yes,1 or 2,1,No ,No ,No ,Yes,1,Yes
Female,A small town,NA,No ,None      ,Married            ,2.83,Middle,0,360,20,No ,3,Fairly Important,Protestant,2,3,Not sure,No ,Yes,Yes     ,155,65,150,67,About right,Lose         ,Yes   ,Same gender    ,Personality    ,6,2,23,26,2,1,1.5,30,No ,8,Health        ,No ,No ,4,No ,No ,3 or 4,0,No ,No ,No ,Yes,1,No 
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,NA,Front ,0,410,8,No ,2,Fairly Important,Catholic  ,0,0,Yes     ,Yes,No ,Yes     ,140,65,125,65,Overweight ,Lose         ,Yes   ,Opposite gender,Personality    ,28,3,23,27,3,1,3,60,No ,6,Get muscular  ,Yes,No ,9,Yes,No ,3 or 4,8,No ,No ,Yes,Yes,1,No 
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,2.18,Middle,2,500,3,No ,2,Not important   ,Protestant,0,2,Yes     ,Yes,Yes,No      ,125,65,118,67,About right,Lose         ,Yes   ,No preference  ,Personality    ,22,2,24,26,6,2,0.5,15,No ,6,Weight control,Yes,No ,20,Yes,Yes,5 or 6,0,No ,Yes,No ,No ,1,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,3.87,Front ,1,400,15,No ,1,Fairly Important,Catholic  ,6,2,Yes     ,Yes,No ,No      ,200,65,120,65,Overweight ,Lose         ,No    ,No preference  ,Personality    ,3,0,26,28,2,1,1,45,No ,6,Weight control,Yes,No ,1,No ,No ,0,0,Yes,No ,No ,Yes,0,Yes
Female,A big city  ,Apartment          ,No ,11 to 20  ,Divorced           ,3.5,Front ,0,300,5,Yes,5,Very important  ,Protestant,8,5,No      ,No ,No ,No      ,135,65,129,65,About right,Lose         ,Yes   ,No preference  ,Trust          ,3,1,26,27,3,2,0.5,45,No ,8,Weight control,No ,No ,4,No ,No ,1 or 2,0,Yes,No ,No ,Yes,0,NA
Female,A small town,Dorm               ,No ,None      ,Married            ,4,Middle,1,500,7,No ,2,Very important  ,Catholic  ,4,14,No      ,Yes,Yes,Yes     ,135,65,135,65,About right,Stay the same,Yes   ,Opposite gender,Other          ,25,NA,23,25,3,0,7,60,No ,8,Health        ,Yes,No ,2,No ,Yes,1 or 2,0,Yes,No ,Yes,No ,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.49,Middle,0,400,20,No ,2,Fairly Important,Catholic  ,1,2,Yes     ,No ,No ,No      ,115,65,105,65,About right,Lose         ,Unsure,No preference  ,Sense of humor ,5,1,28,32,2,2,5,30,No ,6,Weight control,Yes,No ,15,No ,Yes,5 or 6,0,Yes,No ,No ,Yes,0,Yes
